Gender,Age,Height,Weight,BMI,Weight Category,Recommended Supplements,Recommended Exercises,Exercise Instructions,Activity Level
Male,30,187,72,20.6,Normal weight,Creatine,Strength training,Do HIIT workouts 2-3 times a week.,Sedentary
Female,49,199,47,11.9,Underweight,Protein,HIIT,Do HIIT workouts 2-3 times a week.,Moderately active
Male,48,150,119,52.9,Obesity,Creatine,Pilates,Do HIIT workouts 2-3 times a week.,Sedentary
Other,33,187,82,23.4,Normal weight,Multivitamin,Cardio,Do HIIT workouts 2-3 times a week.,Sedentary
Other,49,187,105,30,Obesity,Omega-3,Pilates,Do 30 minutes of cardio daily.,Lightly active
Male,49,170,95,32.9,Obesity,Omega-3,Pilates,Incorporate Pilates exercises into your routine.,Very active
Male,51,197,92,23.7,Normal weight,Protein,Strength training,Practice yoga 3 times a week for flexibility.,Very active
Other,28,178,65,20.5,Normal weight,Omega-3,Strength training,Do HIIT workouts 2-3 times a week.,Moderately active
Female,27,154,98,41.3,Obesity,Creatine,Strength training,Practice yoga 3 times a week for flexibility.,Moderately active
Male,32,198,100,25.5,Overweight,Protein,Pilates,Do 30 minutes of cardio daily.,Very active
Male,34,159,103,40.7,Obesity,Multivitamin,Cardio,Do 30 minutes of cardio daily.,Lightly active
Other,57,177,116,37,Obesity,Protein,Strength training,Follow a strength training regimen 3 times a week.,Lightly active
Male,35,170,95,32.9,Obesity,Protein,Yoga,Do HIIT workouts 2-3 times a week.,Very active
Female,26,199,64,16.2,Underweight,Vitamin D,Cardio,Follow a strength training regimen 3 times a week.,Sedentary
Other,42,156,103,42.3,Obesity,Vitamin D,Yoga,Practice yoga 3 times a week for flexibility.,Very active
Male,57,152,115,49.8,Obesity,Protein,Cardio,Incorporate Pilates exercises into your routine.,Sedentary
Other,31,194,53,14.1,Underweight,Omega-3,Strength training,Follow a strength training regimen 3 times a week.,Very active
Male,42,196,45,11.7,Underweight,Vitamin D,HIIT,Do 30 minutes of cardio daily.,Sedentary
Male,39,169,73,25.6,Overweight,Multivitamin,Strength training,Do HIIT workouts 2-3 times a week.,Lightly active
Male,47,168,107,37.9,Obesity,Creatine,Pilates,Practice yoga 3 times a week for flexibility.,Very active
Female,37,184,116,34.3,Obesity,Vitamin D,Pilates,Do 30 minutes of cardio daily.,Moderately active
Female,38,153,100,42.7,Obesity,Protein,Cardio,Incorporate Pilates exercises into your routine.,Sedentary
Other,61,154,112,47.2,Obesity,Omega-3,Pilates,Do HIIT workouts 2-3 times a week.,Lightly active
Male,49,150,79,35.1,Obesity,Creatine,Strength training,Incorporate Pilates exercises into your routine.,Moderately active
Male,63,153,47,20.1,Normal weight,Vitamin D,Yoga,Incorporate Pilates exercises into your routine.,Lightly active
Female,38,161,51,19.7,Normal weight,Omega-3,Strength training,Do HIIT workouts 2-3 times a week.,Sedentary
Male,52,176,71,22.9,Normal weight,Omega-3,Cardio,Do HIIT workouts 2-3 times a week.,Very active
Female,49,191,45,12.3,Underweight,Omega-3,Pilates,Incorporate Pilates exercises into your routine.,Lightly active
Male,47,172,115,38.9,Obesity,Protein,Yoga,Practice yoga 3 times a week for flexibility.,Very active
Other,56,174,88,29.1,Overweight,Multivitamin,HIIT,Do HIIT workouts 2-3 times a week.,Very active
Male,29,170,85,29.4,Overweight,Omega-3,Yoga,Do 30 minutes of cardio daily.,Lightly active
Male,58,173,119,39.8,Obesity,Creatine,Yoga,Follow a strength training regimen 3 times a week.,Lightly active
Female,64,174,86,28.4,Overweight,Vitamin D,Strength training,Practice yoga 3 times a week for flexibility.,Lightly active
Male,35,194,77,20.5,Normal weight,Creatine,HIIT,Do HIIT workouts 2-3 times a week.,Very active
Male,38,195,94,24.7,Normal weight,Protein,Cardio,Do HIIT workouts 2-3 times a week.,Moderately active
Female,30,181,107,32.7,Obesity,Protein,Cardio,Practice yoga 3 times a week for flexibility.,Sedentary
Other,38,181,81,24.7,Normal weight,Creatine,Yoga,Follow a strength training regimen 3 times a week.,Moderately active
Other,25,154,103,43.4,Obesity,Multivitamin,Yoga,Incorporate Pilates exercises into your routine.,Very active
Female,63,185,92,26.9,Overweight,Protein,Pilates,Do 30 minutes of cardio daily.,Lightly active
Female,57,195,49,12.9,Underweight,Protein,HIIT,Do HIIT workouts 2-3 times a week.,Lightly active
Female,63,191,92,25.2,Overweight,Creatine,Yoga,Follow a strength training regimen 3 times a week.,Sedentary
Female,24,198,47,12,Underweight,Protein,Pilates,Do 30 minutes of cardio daily.,Sedentary
Female,40,191,91,24.9,Obesity,Multivitamin,HIIT,Practice yoga 3 times a week for flexibility.,Moderately active
Other,61,188,106,30,Obesity,Multivitamin,Cardio,Do HIIT workouts 2-3 times a week.,Moderately active
Other,49,165,58,21.3,Normal weight,Multivitamin,Pilates,Incorporate Pilates exercises into your routine.,Sedentary
Female,28,182,107,32.3,Obesity,Vitamin D,HIIT,Practice yoga 3 times a week for flexibility.,Very active
Male,39,198,105,26.8,Overweight,Multivitamin,Pilates,Do HIIT workouts 2-3 times a week.,Moderately active
Female,39,170,75,26,Overweight,Multivitamin,Yoga,Follow a strength training regimen 3 times a week.,Lightly active
Male,60,158,61,24.4,Normal weight,Vitamin D,Strength training,Do 30 minutes of cardio daily.,Lightly active
Female,42,155,68,28.3,Overweight,Omega-3,Cardio,Do 30 minutes of cardio daily.,Very active
Female,39,194,67,17.8,Underweight,Protein,Yoga,Do HIIT workouts 2-3 times a week.,Sedentary
Other,45,184,94,27.8,Overweight,Multivitamin,Yoga,Practice yoga 3 times a week for flexibility.,Moderately active
Male,46,188,114,32.3,Obesity,Protein,HIIT,Incorporate Pilates exercises into your routine.,Lightly active
Male,30,171,71,24.3,Normal weight,Creatine,Pilates,Follow a strength training regimen 3 times a week.,Sedentary
Other,35,190,59,16.3,Underweight,Protein,Cardio,Do HIIT workouts 2-3 times a week.,Moderately active
Other,19,154,94,39.6,Obesity,Vitamin D,Yoga,Follow a strength training regimen 3 times a week.,Very active
Other,46,191,80,21.9,Normal weight,Protein,HIIT,Do 30 minutes of cardio daily.,Lightly active
Other,38,172,52,17.6,Underweight,Protein,Cardio,Incorporate Pilates exercises into your routine.,Very active
Male,32,166,47,17.1,Underweight,Protein,Pilates,Follow a strength training regimen 3 times a week.,Very active
Male,44,161,106,40.9,Obesity,Omega-3,Yoga,Do HIIT workouts 2-3 times a week.,Very active
Female,48,172,91,30.8,Obesity,Omega-3,Yoga,Incorporate Pilates exercises into your routine.,Moderately active
Female,32,165,105,38.6,Obesity,Creatine,Yoga,Practice yoga 3 times a week for flexibility.,Very active
Other,40,152,76,32.9,Obesity,Vitamin D,Cardio,Do HIIT workouts 2-3 times a week.,Moderately active
Other,41,179,57,17.8,Underweight,Protein,Cardio,Follow a strength training regimen 3 times a week.,Moderately active
Other,61,171,45,15.4,Underweight,Protein,Cardio,Incorporate Pilates exercises into your routine.,Very active
Female,30,158,78,31.2,Obesity,Protein,Cardio,Do HIIT workouts 2-3 times a week.,Very active
Female,39,178,106,33.5,Obesity,Protein,HIIT,Incorporate Pilates exercises into your routine.,Sedentary
Female,60,196,115,29.9,Obesity,Omega-3,Strength training,Incorporate Pilates exercises into your routine.,Lightly active
Female,54,186,75,21.7,Normal weight,Creatine,HIIT,Incorporate Pilates exercises into your routine.,Sedentary
Female,50,172,108,36.5,Obesity,Multivitamin,Yoga,Follow a strength training regimen 3 times a week.,Lightly active
Female,20,162,69,26.3,Overweight,Vitamin D,HIIT,Do HIIT workouts 2-3 times a week.,Lightly active
Female,36,181,82,25,Overweight,Protein,Pilates,Do 30 minutes of cardio daily.,Sedentary
Other,40,195,58,15.3,Underweight,Creatine,Cardio,Do 30 minutes of cardio daily.,Sedentary
Other,46,196,52,13.5,Underweight,Multivitamin,Pilates,Follow a strength training regimen 3 times a week.,Lightly active
Other,47,197,98,25.3,Overweight,Creatine,Pilates,Follow a strength training regimen 3 times a week.,Lightly active
Other,56,172,46,15.5,Underweight,Omega-3,Yoga,Incorporate Pilates exercises into your routine.,Lightly active
Female,61,194,100,26.6,Overweight,Multivitamin,Cardio,Do HIIT workouts 2-3 times a week.,Moderately active
Male,64,166,105,38.1,Obesity,Creatine,Pilates,Do HIIT workouts 2-3 times a week.,Lightly active
Female,42,189,66,18.5,Normal weight,Omega-3,Yoga,Practice yoga 3 times a week for flexibility.,Very active
Male,54,170,79,27.3,Overweight,Creatine,Cardio,Practice yoga 3 times a week for flexibility.,Very active
Other,64,151,60,26.3,Overweight,Creatine,Strength training,Do 30 minutes of cardio daily.,Very active
Female,25,186,94,27.2,Overweight,Multivitamin,Yoga,Practice yoga 3 times a week for flexibility.,Sedentary
Other,59,155,87,36.2,Obesity,Omega-3,HIIT,Practice yoga 3 times a week for flexibility.,Sedentary
Female,33,193,61,16.4,Underweight,Protein,Cardio,Do 30 minutes of cardio daily.,Sedentary
Other,25,167,102,36.6,Obesity,Vitamin D,Pilates,Do 30 minutes of cardio daily.,Lightly active
Male,18,179,46,14.4,Underweight,Multivitamin,Pilates,Practice yoga 3 times a week for flexibility.,Very active
Male,61,171,48,16.4,Underweight,Omega-3,HIIT,Do HIIT workouts 2-3 times a week.,Lightly active
Male,22,182,83,25.1,Overweight,Creatine,HIIT,Practice yoga 3 times a week for flexibility.,Moderately active
Female,20,179,50,15.6,Underweight,Omega-3,Pilates,Incorporate Pilates exercises into your routine.,Moderately active
Male,18,166,113,41,Obesity,Vitamin D,Cardio,Incorporate Pilates exercises into your routine.,Sedentary
Female,21,192,113,30.7,Obesity,Vitamin D,Yoga,Incorporate Pilates exercises into your routine.,Moderately active
Male,57,181,64,19.5,Normal weight,Protein,HIIT,Follow a strength training regimen 3 times a week.,Very active
Male,52,191,108,29.6,Overweight,Protein,HIIT,Incorporate Pilates exercises into your routine.,Moderately active
Female,49,163,60,22.6,Normal weight,Vitamin D,HIIT,Do HIIT workouts 2-3 times a week.,Sedentary
Female,59,159,95,37.6,Obesity,Multivitamin,Strength training,Follow a strength training regimen 3 times a week.,Lightly active
Male,51,196,81,21.1,Normal weight,Multivitamin,Cardio,Follow a strength training regimen 3 times a week.,Moderately active
Female,60,185,117,34.2,Obesity,Creatine,Cardio,Incorporate Pilates exercises into your routine.,Very active
Male,42,183,113,33.7,Obesity,Protein,Cardio,Practice yoga 3 times a week for flexibility.,Very active
Female,27,158,86,34.4,Obesity,Creatine,Cardio,Do 30 minutes of cardio daily.,Very active
Other,38,191,101,27.7,Overweight,Protein,Cardio,Practice yoga 3 times a week for flexibility.,Lightly active
Other,63,177,110,35.1,Obesity,Vitamin D,Pilates,Practice yoga 3 times a week for flexibility.,Very active
Other,56,160,53,20.7,Normal weight,Multivitamin,HIIT,Follow a strength training regimen 3 times a week.,Sedentary
Other,44,163,108,40.6,Obesity,Multivitamin,Pilates,Follow a strength training regimen 3 times a week.,Sedentary
Other,44,188,66,18.7,Normal weight,Vitamin D,Strength training,Follow a strength training regimen 3 times a week.,Very active
Male,19,196,78,20.3,Normal weight,Creatine,Yoga,Do HIIT workouts 2-3 times a week.,Moderately active
Other,58,168,99,35.1,Obesity,Creatine,HIIT,Do HIIT workouts 2-3 times a week.,Very active
Other,30,164,73,27.1,Overweight,Omega-3,Strength training,Do 30 minutes of cardio daily.,Sedentary
Other,26,177,82,26.2,Overweight,Protein,Pilates,Follow a strength training regimen 3 times a week.,Sedentary
Other,53,173,62,20.7,Normal weight,Creatine,Yoga,Incorporate Pilates exercises into your routine.,Sedentary
Female,39,157,115,46.7,Obesity,Vitamin D,Strength training,Follow a strength training regimen 3 times a week.,Moderately active
Male,59,192,109,29.6,Overweight,Creatine,Yoga,Do HIIT workouts 2-3 times a week.,Moderately active
Other,43,158,45,18,Underweight,Multivitamin,Strength training,Follow a strength training regimen 3 times a week.,Moderately active
Other,29,196,48,12.5,Underweight,Protein,Pilates,Do HIIT workouts 2-3 times a week.,Sedentary
Other,34,182,48,14.5,Underweight,Omega-3,Yoga,Follow a strength training regimen 3 times a week.,Lightly active
Male,31,182,71,21.4,Normal weight,Protein,Strength training,Incorporate Pilates exercises into your routine.,Very active
Female,31,168,87,30.8,Obesity,Multivitamin,Pilates,Do 30 minutes of cardio daily.,Very active
Male,51,152,103,44.6,Obesity,Multivitamin,HIIT,Incorporate Pilates exercises into your routine.,Sedentary
Female,37,159,76,30.1,Obesity,Multivitamin,Pilates,Do HIIT workouts 2-3 times a week.,Moderately active
Other,28,189,77,21.6,Normal weight,Multivitamin,Pilates,Practice yoga 3 times a week for flexibility.,Lightly active
Other,33,196,72,18.7,Normal weight,Vitamin D,HIIT,Incorporate Pilates exercises into your routine.,Lightly active
Male,48,191,99,27.1,Overweight,Omega-3,Pilates,Follow a strength training regimen 3 times a week.,Moderately active
Male,23,150,104,46.2,Obesity,Multivitamin,HIIT,Do 30 minutes of cardio daily.,Very active
Female,36,178,114,36,Obesity,Multivitamin,HIIT,Follow a strength training regimen 3 times a week.,Very active
Female,54,199,106,26.8,Overweight,Creatine,HIIT,Follow a strength training regimen 3 times a week.,Lightly active
Male,21,183,78,23.3,Normal weight,Omega-3,Strength training,Incorporate Pilates exercises into your routine.,Lightly active
Female,64,162,100,38.1,Obesity,Protein,Yoga,Do 30 minutes of cardio daily.,Moderately active
Male,21,150,57,25.3,Overweight,Omega-3,Strength training,Practice yoga 3 times a week for flexibility.,Very active
Female,37,183,100,29.9,Obesity,Omega-3,HIIT,Follow a strength training regimen 3 times a week.,Lightly active
Male,27,178,62,19.6,Normal weight,Omega-3,Yoga,Do 30 minutes of cardio daily.,Very active
Male,41,197,98,25.3,Overweight,Multivitamin,Yoga,Practice yoga 3 times a week for flexibility.,Lightly active
Male,52,196,87,22.6,Normal weight,Multivitamin,HIIT,Follow a strength training regimen 3 times a week.,Moderately active
Female,43,162,83,31.6,Obesity,Vitamin D,Yoga,Do 30 minutes of cardio daily.,Very active
Female,54,197,105,27.1,Overweight,Protein,Yoga,Incorporate Pilates exercises into your routine.,Lightly active
Female,55,198,86,21.9,Normal weight,Creatine,Strength training,Follow a strength training regimen 3 times a week.,Lightly active
Male,38,178,62,19.6,Normal weight,Omega-3,Yoga,Follow a strength training regimen 3 times a week.,Lightly active
Female,57,188,67,19,Normal weight,Protein,HIIT,Do 30 minutes of cardio daily.,Lightly active
Female,56,173,98,32.7,Obesity,Protein,Cardio,Follow a strength training regimen 3 times a week.,Moderately active
Male,38,175,74,24.2,Normal weight,Vitamin D,Cardio,Practice yoga 3 times a week for flexibility.,Very active
Other,27,166,102,37,Obesity,Creatine,Cardio,Follow a strength training regimen 3 times a week.,Very active
Male,55,156,112,46,Obesity,Omega-3,HIIT,Do HIIT workouts 2-3 times a week.,Sedentary
Female,63,162,111,42.3,Obesity,Creatine,Cardio,Practice yoga 3 times a week for flexibility.,Very active
Male,21,154,115,48.5,Obesity,Vitamin D,Strength training,Do 30 minutes of cardio daily.,Sedentary
Other,62,175,62,20.2,Normal weight,Multivitamin,HIIT,Practice yoga 3 times a week for flexibility.,Lightly active
Male,37,198,51,13,Underweight,Protein,HIIT,Do HIIT workouts 2-3 times a week.,Moderately active
Female,34,152,84,36.4,Obesity,Omega-3,HIIT,Do HIIT workouts 2-3 times a week.,Moderately active
Other,24,156,114,46.8,Obesity,Multivitamin,Yoga,Follow a strength training regimen 3 times a week.,Lightly active
Female,21,198,109,27.8,Overweight,Vitamin D,Yoga,Follow a strength training regimen 3 times a week.,Sedentary
Other,46,188,112,31.7,Obesity,Creatine,Yoga,Incorporate Pilates exercises into your routine.,Lightly active
Other,31,150,93,41.3,Obesity,Protein,Pilates,Practice yoga 3 times a week for flexibility.,Moderately active
Male,20,198,96,24.5,Normal weight,Omega-3,Strength training,Incorporate Pilates exercises into your routine.,Moderately active
Male,41,166,73,26.5,Overweight,Multivitamin,HIIT,Do HIIT workouts 2-3 times a week.,Very active
Female,54,192,65,17.6,Underweight,Multivitamin,HIIT,Follow a strength training regimen 3 times a week.,Sedentary
Male,33,174,53,17.5,Underweight,Protein,Yoga,Follow a strength training regimen 3 times a week.,Very active
Male,21,152,91,39.4,Obesity,Creatine,HIIT,Follow a strength training regimen 3 times a week.,Moderately active
Other,41,164,86,32,Obesity,Vitamin D,HIIT,Do 30 minutes of cardio daily.,Moderately active
Male,51,178,95,30,Obesity,Creatine,Cardio,Do HIIT workouts 2-3 times a week.,Very active
Other,47,192,100,27.1,Overweight,Creatine,HIIT,Follow a strength training regimen 3 times a week.,Very active
Other,35,181,95,29,Overweight,Creatine,Pilates,Do HIIT workouts 2-3 times a week.,Moderately active
Other,36,175,114,37.2,Obesity,Protein,Yoga,Follow a strength training regimen 3 times a week.,Very active
